DEMANDA *;DES_SOLICITACAO;COD_ABRANGENCIA;DES_ABRANGENCIA;COD_ELEMENTO;DES_ELEMENTO;COD_CONSUMIDOR;DES_ENDERECO;NOM_BAIRRO;COD_EQUIPE;DES_EQUIPE;DES_EQUIPE_EXEC;COD_SITUACAO;DES_SITUACAO;DES_ANDAMENTO_EXEC;COD_OCORRENCIA;DES_OCORRENCIA;DAT_INICIO;DAT_VENCIMENTO;DES_USUARIO;DES_RISCO;FLG_CONFERIDA;DES_INSTRUCAO;DES_OBSERVACAO_RETAGUARDA;DAT_ATUALIZACAO;
2184478;1 / ELÉTRICA - CORRETIVA;128;VILLAGE DAMHA RIO PRETO III;1;GERAL;<Null>;JOÃO OSVALDO FERREIRA, 155;LOTEAMENTO VILLAGE DAMHA RIO PRETO III;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 09:52;08/08/2024;MSALVADOR;<Null>;Não-sem flag;"""Equipe elétrica:
Adequar o aterramento, pois foi verificado pela equipe elétrica na demanda n° 2157085/56 (de instalação dos DPS) que o aterramento estava dando muito alto, 49.6.""
";<Null>;07/08/2024 08:01;
2184479;1 / ELÉTRICA - CORRETIVA;82;AROEIRA II;1;GERAL;<Null>;JOÃO ARCANJO,  - ESQ C/  RUA 18;PARQUE DAS AROEIRAS II;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 09:53;08/08/2024;MSALVADOR;<Null>;Não-sem flag;"Equipe elétrica:
Adequar o aterramento, pois foi verificado pela equipe elétrica na demanda n° 2174187/56 (de instalação dos DPS) que o aterramento estava dando muito alto, 40.7.";<Null>;07/08/2024 08:01;
2184480;1 / ELÉTRICA - CORRETIVA;116;RESIDENCIAL DAS AMERICAS;1;GERAL;<Null>;FORTUNATO ERNESTO VETORAZZO, S/N;RESIDENCIAL DAS AMÉRICAS;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 09:55;08/08/2024;MSALVADOR;<Null>;Não-sem flag;"Equipe elétrica:
Adequar o aterramento, pois foi verificado pela equipe elétrica na demanda n° 2174195/56 (de instalação dos DPS) que o aterramento não está funcionando.";<Null>;07/08/2024 08:01;
2184511;1 / MECÂNICA - CORRETIVA;1;ESTAÇÃO DE TRATAMENTO DE ÁGUA;1;GERAL;<Null>;SÃO PAULO, 2231;JARDIM DOS SEIXAS;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 11:00;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"BR da Boa Vista 03 esta com vazamento na gaxeta.
realizar reparo necessário.
";<Null>;07/08/2024 08:01;
2184512;1 / MECÂNICA - CORRETIVA;1;ESTAÇÃO DE TRATAMENTO DE ÁGUA;1;GERAL;<Null>;SÃO PAULO, 2231;JARDIM DOS SEIXAS;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 11:02;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Solicita adequar engate rápido da linha de abastecimento dos tanques de cloreto da ETA.
";<Null>;07/08/2024 08:01;
2184513;1 / MECÂNICA - CORRETIVA;16;ALTO ALEGRE;1;GERAL;<Null>;NOSSA SENHORA DA PAZ, S/N;JARDIM ALTO ALEGRE;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 11:04;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"EQUIPE MECANICA 
Favor realizar a instalação de guarda corpo nas caixas das vrps de 6 e 8"".
E instalação de escada no Bypass de 6"".
Favor entrar em contato com a equipe de distribuiçaõ antes de executar o serviço. 
17992508111 Leonardo Salazar";<Null>;07/08/2024 08:01;
2184516;1 / MECÂNICA - CORRETIVA;84;BIANCO;1;GERAL;<Null>;JAYME LUIS DA SILVA, 250 - ANTIGA UM;JARDIM BIANCO;6;Mecânica;56 Vector - Equipe Mecânica - Rodrigo Messias;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 11:05;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Reparar vazamento no colar de tomada do ponto de aplicação de cloro.
";"foi feito a substituição do colar de tomada de cloro 

material vector 

1 colar tomada 100mm";07/08/2024 00:00;
2184518;1 / MECÂNICA - CORRETIVA;53;GISETE;1;GERAL;<Null>;JAMES MOORE,  - ESQ C/ ADALGISA THOMAZ;JARDIM GISETE;6;Mecânica;56 Vector - Equipe Mecânica - Rodrigo Messias;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 11:07;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Instalar torneira de coleta.;"foi feito o trajeto ate o local 

foi feito o trajeto ate nosso  fornecedor de material 

foi feito a estalaçao de uma torneira nova no local 

material vector 

1 torneira 3/4";07/08/2024 00:00;
2184519;1 / MECÂNICA - CORRETIVA;27;VIVENDAS;1;GERAL;<Null>;BENEDITO RODRIGUES LISBOA, s/n;JARDIM BOSQUE DAS VIVENDAS;6;Mecânica;56 Vector - Equipe Mecânica - Rodrigo Messias;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 11:09;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Substituir a mangueira de injeção da dosagem de cloro.
";foi feito a substituição da mangueira de cloro ;07/08/2024 00:00;
2184544;1 / CIVIL - CORRETIVA;4;URANO;2;RSE-005;<Null>;JOSÉ CAETANO DE FREITAS, 523;JARDIM URANO;26;Civil;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 11:57;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Executar passagem de eletroduto no solo ligando caixa de cabeamento de sinal a uma caixa a ser construída rente ao reservatório próximo ao tudo de ligação do PTG.

Obs.: consultar Jamil sobre detalhes.";<Null>;07/08/2024 08:01;
2184546;1 / MECÂNICA - CORRETIVA;64;ULISSES GUIMARÃES;1;REL-073;<Null>;ULYSSES JAMIL CURY, S/N;DISTRITO IND. DOUTOR ULYSSES DA SILVEIRA GUIMARÃES;6;Mecânica;56 Vector - Equipe Mecânica - João Vitor / André Felipe;21;EM CAMPO;<Null>;<Null>;<Null>;01/08/2024 11:58;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Mecânica:
Executar ajustes no adaptador usinado para engate de mangueira de Caminhâo PIPA";<Null>;07/08/2024 08:01;
2184561;1 / MECÂNICA - CORRETIVA;75;ARROYO II;1;GERAL;<Null>;SEVERINO LONGO, 681;JARDIM ARROYO;6;Mecânica;56 Vector - Equipe Mecânica - Rodrigo Messias;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 12:35;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Substituir a mangueira de injeção da dosagem de cloro.
";foi feito a substituição da mangueira de cloro ;07/08/2024 00:00;
2184612;1 / ELÉTRICA - CORRETIVA;31;VILA TONINHO;8;PTB-344;<Null>;ANTONIO CABRERA MANO,  - ESQ. ALE MUSSI FATTARONE;RESIDENCIAL VILA VERDE;5;Elétrica;56 Vector - Supervisor Elétrica DSA;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 14:13;08/08/2024;MSALVADOR;<Null>;Não-sem flag;"FORNECIMENTO DE MATERIAL
TERMINAL PARA CABO 35MM";<Null>;07/08/2024 00:00;
2184613;1 / ELÉTRICA - CORRETIVA;49;SOLO SAGRADO II;1;PTB-053;<Null>;SÃO VICENTE DE PAULO, S/N;SOLO SAGRADO I;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 14:15;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Horímetro do PTB 053 está travado.;"Chegamos ao local, identificamos o horimetro travado.
Realizamos a substituição, testamos e funcionando normalmente.

Materiais Vector 
1 horimetro";07/08/2024 00:00;
2184621;1 / MECÂNICA - CORRETIVA;41;MARIA LÚCIA;1;GERAL;<Null>;SADE MADLUN,  - ENFRENTE AO Nº 1180;JARDIM MARIA LÚCIA;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 14:24;08/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Confeccionar 3 suportes para refletores em poste tubular de aço 7 metros de comprimento, de 4"" de diâmetro.";<Null>;07/08/2024 08:01;
2184640;1 / ELÉTRICA - CORRETIVA;107;SOLO PINHEIRO;4;PTB-048;<Null>;MARIA DA ENCARNAÇÃO FERREIRA, S/N - ao lado do nº 120;SOLO SAGRADO I;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 15:07;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Cabos e terminais do contator C1 estão com sinais de aquecimento. Verificar e realizar manutenção.;"Chegando ao local, identificamos a contatora, verificando possíveis danos observamos que ela estava derretida na entrada dos cabos, Polo R, por superaquecimento.
Realizamos o levantamento do material para substituição, nos deslocamos até o almoxarifado para retirada dos materiais, após no deslocamos até o fornecedor para o restante.
Retornando ao local, desconectamos a contatora danificada e quando formos instalar a nova percebemos que a bobina de comando era 110V e precisamos de uma 220V, entramos encontato com o Fiscal Massao informando o ocorrido, o mesmo pediu pra deixar parado até conseguirmos resolver com o Supervisor Carlos.
Resolvido comprar a contatora ideia pois não havia no almoxarifado.
Chegando o material realizamos a substituição adequada, durante os testes não havia o selo da contatora nova, revisamos os comandos e adequamos todos eles, ainda não estava fechando o selo. Levou bastante tempo em testes até constatarmos que o problema estar no tempo do selo da contatora, utilizamos um contato auxiliar como escravo para resolver o problema, em via de testes está funcionando normalmente.
O time está sem a bateria/buffer funcionando adequadamente, está perdendo toda a programação toda vez que a energia é desligada. Haveriguar necessidade de adequação.
Nos deixamos até o almoxarifado para entregar de material danificado de alto valor.

Materiais Vector
1 contatora + bloco 95A
4 terminal 35mm
3 terminal 16mm
6 terminal ilhos 1,5mm

Material SeMae
1m cabo 35mm preto";07/08/2024 00:00;
2184642;1 / ELÉTRICA - CORRETIVA;39;MOISES MIGUEL HADDAD;3;PTB-368;<Null>;JANETTE ZERATTI GALEAZZI, S/N;JARDIM MOYSÉS MIGUEL HADDAD;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:09;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Refletor externo no reservatório precisa de substituição | Fim de curso no painel do PTB está danificado.;<Null>;07/08/2024 08:01;
2184646;1 / ELÉTRICA - CORRETIVA;143;JARDIM VISTA BELA;1;PTB-310;<Null>;ALBERTO CETRONE, ;RESIDENCIAL JARDIM VISTA BELA;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:10;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa não está acendendo. Realizar manutenção.;<Null>;07/08/2024 08:01;
2184648;1 / ELÉTRICA - CORRETIVA;20;MARACANÃ;1;PTB-016;<Null>;ALEXANDRE FLORIANO, S/N - EM FRENTE AO 215;JARDIM MARACANÃ;5;Elétrica;56 Vector - Equipe Elétrica - José / Willian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/08/2024 15:11;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa está danificada. Realizar manutenção.;"equipe realizou testes e foi constatado que a iluminação não estava funcionando devido a energia estar desligada no poço para o montagem de um painel,religamos e realizamos o testes apenas um relé fotoelétrico do refletor do poste não estava funcionando colocamos um novo e funcionou normalmente.

material vector 
1 relé fotoelétrico ";07/08/2024 00:00;
2184650;1 / ELÉTRICA - CORRETIVA;30;TARRAF II;2;PTB-120;<Null>;JOAQUIM FERNANDES  DINIZ, 751;JARDIM TARRAF II;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:13;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa e interna do reservatório não está funcionando. Realizar manutenção.;<Null>;07/08/2024 08:01;
2184652;1 / ELÉTRICA - CORRETIVA;30;TARRAF II;1;PTB-118;<Null>;JOAQUIM FERNANDES  DINIZ, 680;JARDIM TARRAF II;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:14;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação do pátio não está funcionando. Realizar manutenção.;<Null>;07/08/2024 08:01;
2184653;1 / ELÉTRICA - CORRETIVA;88;CAETANO;8;PTB 285;<Null>;ESTUDANTE EDSON LUIZ, S/Nº - AO LADO Nº 337;RESIDENCIAL CAETANO;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:15;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa está danificada. Realizar manutenção.;<Null>;07/08/2024 08:01;
2184655;1 / ELÉTRICA - CORRETIVA;109;BOM SUCESSO;1;PTB-232;<Null>;DOMINGOS MORENO, S/N;RESIDENCIAL BOM SUCESSO;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:17;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa do reservatório não está funcionando.;<Null>;07/08/2024 08:01;
2184656;1 / ELÉTRICA - CORRETIVA;125;RESIDENCIAL J MACEDO;2;PTB - 260;<Null>;JOSÉ PIEDADE, 300;RESIDENCIAL J. MACEDO;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/08/2024 15:18;08/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa não está funcionando. Realizar manutenção.;<Null>;07/08/2024 08:01;
2184746;1 / ELÉTRICA - CORRETIVA;164;MARIA CLARA;1;PTB-348;<Null>;MANOEL DA COSTA, S/N - ESQ. RUA LIDIA N. M. DE SOUZA;RESIDENCIAL MARIA CLARA;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 06:46;09/08/2024;MSALVADOR;<Null>;Não-sem flag; Refletor dentro do reservatório está  queimado;<Null>;07/08/2024 08:01;
2184747;1 / ELÉTRICA - CORRETIVA;6;MACENO;1;GERAL;<Null>;VISCONDE DE PORTO SEGURO,  - EM FRENTE A ANTIGA TELESP;JARDIM PAULISTA;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 06:53;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Substituir refletor externo no reservatório que está danificado.;<Null>;07/08/2024 08:01;
2184748;1 / ELÉTRICA - CORRETIVA;5;ELMAZ;2;PTB-094;<Null>;ANTÔNIO GUERINO DE LOURENÇO, 1500;VILA ELMAZ;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 06:54;09/08/2024;MSALVADOR;<Null>;Não-sem flag;iluminação externa do pátio está danificada, necessita de reparos.;<Null>;07/08/2024 08:01;
2184749;1 / ELÉTRICA - CORRETIVA;179;SETVALLEY III;3;PTB-387;<Null>;NELSON CASTELLAN, ;SETVALLEY III;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 07:00;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Interruptor da iluminação interna do abrigo esta danificado, necessita de reparos;<Null>;07/08/2024 08:01;
2184750;1 / ELÉTRICA - CORRETIVA;130;RESIDENCIAL AMIZADE;2;PTB 264;<Null>;SARGENTO PEDRO LUIZ PELISSER, S/N;LOTEAMENTO RESIDENCIAL DA AMIZADE;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 07:03;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Iluminação externa do pátio está danificada, necessário reparo.;<Null>;07/08/2024 08:01;
2184751;1 / ELÉTRICA - CORRETIVA;25;CRISTO REI;1;GERAL;<Null>;JOSÉ ROSSI, S/N - PRÓX AO CRISTO REI;MINIDISTRITO INDUSTRIAL TANCREDO NEVES;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;39;SUSPENSA;<Null>;<Null>;<Null>;02/08/2024 07:06;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Br03 horimetro esta travado, realizar troca do mesmo.;<Null>;07/08/2024 08:01;
2184753;1 / ELÉTRICA - CORRETIVA;1;ESTAÇÃO DE TRATAMENTO DE ÁGUA;1;GERAL;<Null>;SÃO PAULO, 2231;JARDIM DOS SEIXAS;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;21;EM CAMPO;<Null>;<Null>;<Null>;02/08/2024 07:08;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Solicita equipe elétrica para verificar iluminação do pilar localizado no hall das sereias da ETA, algumas lâmpadas não estão acendendo.;<Null>;07/08/2024 08:01;
2184761;1 / MECÂNICA - CORRETIVA;6;ALMOXARIFADO CENTRAL - SEMAE;1;GERAL;<Null>;DÉLCIO CUSTÓDIO DA SILVA,  - ETE;ZONA RURAL;6;Mecânica;56 Vector - Equipe Mecânica - João Vitor / André Felipe;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/08/2024 07:42;09/08/2024;CAOLIVEIRA;<Null>;Não-sem flag;Realizar desmontagem do bombeador retirado do solo poção , para verificação da EB Bombas.;mobilização ao local do serviço, Foi retirado todos os parafusos dos estágios do bombeador, parafusos foram guardados no almoxarifado pelo fiscal Carlos Monteiro ;07/08/2024 00:00;
2184768;1 / MECÂNICA - CORRETIVA;171;RESIDENCIAL AMAZONAS;1;REL;<Null>;DANILLO GALEAZZI, 4405;RESIDENCIAL AMAZONAS;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 08:08;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;DIMINUIR PORTA E REQUADRAR A MESMA NO ABRIGO DE CLORO E FLUOR. FAVOR AVISAR QUANDO FOR EXECUTAR O SERVIÇO.;<Null>;07/08/2024 08:01;
2184772;1 / MECÂNICA - CORRETIVA;106;BORÁ;1;EAT033-BR 01;<Null>;PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, S/N - DE ESQUINA;JARDIM PANORAMA;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 08:13;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Confeccionar redução DN 125 mm x 300 mm conforme medida do local.;<Null>;07/08/2024 08:01;
2184775;1 / MECÂNICA - CORRETIVA;16;ALTO ALEGRE;1;GERAL;<Null>;NOSSA SENHORA DA PAZ, S/N;JARDIM ALTO ALEGRE;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 08:14;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;LINHA DA RÉGUA DO RESERVATÓRIO APOIADO ARREBENTOU, REALIZAR MANUTENÇÃO NECESSÁRIA.;<Null>;07/08/2024 08:01;
2185365;1 / MECÂNICA - CORRETIVA;1;ESTAÇÃO DE TRATAMENTO DE ÁGUA;1;GERAL;<Null>;SÃO PAULO, 2231;JARDIM DOS SEIXAS;6;Mecânica;56 Vector - Equipe Mecânica - Igor Liso / Danilo Castro;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/08/2024 10:58;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Solicita reparo na linha/ponto de aplicação de dióxido de cloro na ETA.;"ETA 

Mobilização até o local; identificado serviço com orientações do servidor Rodolpho.
Realizado a substituição de uma parte da tubulação de dióxido de cloro conforme solicitado.

Materiais SeMAE 
02 Joelho pvc branco 1""
500mm Tubo pvc branco 1"" ";07/08/2024 00:00;
2185369;1 / ELÉTRICA - CORRETIVA;2;SEDE ADMINISTRATIVA;1;GERAL;<Null>;ANTONIO DE GODOY, 2181;JARDIM DOS SEIXAS;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/08/2024 11:01;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Retirar rato do quadro de energia da sala do PABX. Falar com Maria do Carmo do Financeiro.;"por problema  no sistema doll equipe  se deslocou  ao local sem demanda. início as 10:36 até  as 11;21
após o almoço 
equipe  foi ao fornecedor buscar material, voltamos  ao local  enquanto não ficamos aguardando a autorização para desligar  o quadro,  fomos vedando os eletrodutos com silicone, após autorização desligamos a energia  retiramos os ratos, tivemos  que desmontar  um barramento  para limpeza, montamos novamente  e religado a energia  testes ok .

material vector
2 tubos de silicone 
1 limpa contato 
1 metro de corrugado 2""";07/08/2024 00:00;
2185450;1 / MECÂNICA - CORRETIVA;106;BORÁ;1;EAT033-BR 01;<Null>;PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, S/N - DE ESQUINA;JARDIM PANORAMA;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 14:30;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"MECÂNICA
Realizar limpeza no conjunto motobomba e substituir gaxetas";<Null>;07/08/2024 08:01;
2185482;1 / MECÂNICA - CORRETIVA;11;COSTA DO SOL;1;REL-008;<Null>;SEBASTIÃO FUZA, S/N - PRÓXIMO A AV MIRASSOLANDIA;CONJUNTO HABITACIONAL COSTA DO SOL;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 15:19;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Realizar reparo na escada do reservatório elevado. Escada com falta de parafusos e outros soltos.
Verificar também a possibilidade de colocar guarda corpo na extremidade final do reservatório.
";<Null>;07/08/2024 08:01;
2185494;1 / ELÉTRICA - CORRETIVA;62;NUNES;1;GERAL;<Null>;RITA LOPES CAMARIN,  - ESQ C/ GILBERTO PARMA;JARDIM NUNES;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/08/2024 15:39;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Elétrica - montar e instalar um painel de revezamento automático para as BRs do Nunes, colocar indicação de nível do RAP e REL, passar automação do PTB, bomba de recalque, e proteção de sucção por lá.;<Null>;07/08/2024 08:01;
2185513;1 / ELÉTRICA - CORRETIVA;11;COSTA DO SOL;1;REL-008;<Null>;SEBASTIÃO FUZA, S/N - PRÓXIMO A AV MIRASSOLANDIA;CONJUNTO HABITACIONAL COSTA DO SOL;5;Elétrica;56 Vector - Equipe Elétrica - José / Willian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/08/2024 16:27;09/08/2024;MSALVADOR;<Null>;Não-sem flag;Caso a extensão não tenha sido retirada, já pode ser removida do local.;Equipe foi ao local realizamos a retirada da extensão e deixamos no almoxarifado conforme fotos. ;07/08/2024 00:00;
2185514;1 / MECÂNICA - CORRETIVA;120;RESIDENCIAL MIRANTE;1;GERAL;<Null>;MARIA CORREA PETROCILO, 204;RESIDENCIAL MIRANTE;6;Mecânica;56 Vector - Equipe Mecânica - Igor Liso / Danilo Castro;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/08/2024 16:27;09/08/2024;JHFIGUEIREDO;<Null>;Não-sem flag;SOLDAR GONZO DA TAMPA DA CAIXA DE REGISTROS DOS POÇOS.;"MIRANTE 

Mobilização até o local; realizado solda dos gonzos nas tampas dos registro e realizado ajustes nas tampas pois a chapa estava solta e as cantoneiras tortas.

Materiais Vector 
02 Gonzos ¿""
01 Disco de corte 4""
100g Eletrodo 6013 2,5mm 
";07/08/2024 00:00;
2185604;6 / MECÂNICA - PLANTÃO;99;SANTA ANA;1;GERAL;<Null>;DOUTOR WILSON MARCELINO DE PAULA, ;RESIDENCIAL SANTA ANA;6;Mecânica;56 Vector - Equipe Mecânica - João Vitor / André Felipe;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;03/08/2024 14:01;10/08/2024;MIDOLIVEIRA;<Null>;Não-sem flag;#NOME?;mobilização ao local do serviço, Foi realizado reajuste do colar de tomada.;07/08/2024 00:00;
2185605;6 / MECÂNICA - PLANTÃO;91;FIGUEIRA;1;GERAL;<Null>;JOSÉ BARBAR CURY, S/N - COND. FIGUEIRA;JARDIM VISTA ALEGRE;6;Mecânica;56 Vector - Equipe Mecânica - Eraldinho / Maximilian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;03/08/2024 14:03;10/08/2024;MIDOLIVEIRA;<Null>;Não-sem flag;#NOME?;foi executado a troca da válvula de injeção de flúor.;07/08/2024 00:00;
2185612;6 / MECÂNICA - PLANTÃO;120;RESIDENCIAL MIRANTE;1;GERAL;<Null>;MARIA CORREA PETROCILO, 204;RESIDENCIAL MIRANTE;6;Mecânica;56 Vector - Equipe Mecânica - João Vitor / André Felipe;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;03/08/2024 15:20;10/08/2024;MIDOLIVEIRA;<Null>;Não-sem flag;"---PLANTÃO----
PORTA DO RESERVATÓRIO ELEVADO ESTÁ AMASSADA E SOLTA, REALIZAR MANUTENÇÃO NECESSÁRIA.";mobilização ao local do serviço, Foi desentortado a porta, apertado a fixação e refeira a trava da mesma.;07/08/2024 00:00;
2185618;6 / ELÉTRICA - PLANTÃO;153;JD DOS BURITIS;2;PTB-325;<Null>;MÁRIO CARNEIRO,  - ESQ. CLÓVIS COSTA;JARDIM DOS BURITIS;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;04/08/2024 07:30;11/08/2024;MIDOLIVEIRA;<Null>;Não-sem flag;"---PLANTÃO----
PTB 325 SENDO ENCONTRADO FREQUENTEMENTE PARADO COM LUZ DE ERRO ACESA (AO RESETAR VOLTA A FUNCIONAR NORMALMENTE) CONFORME FOTO EM ANEXO. REALIZAR MANUTENÇÃO NECESSÁRIA.";Ao chegar ao local foi realizado testes de tensão e corrente e os mesmos estavam ok, foi colocado uma IHM provisória para saber qual erro estava apresentando, foi visto que os últimos 4 erros são E71 (Contato by pass aberto) Foi entrado em contato com o fiscal massao e o mesmo pediu para finalisasse a demanda para ser executada dia de semana.;07/08/2024 00:00;
